ID,NOMBRE,ID_DEPORTE
914,Baseball (Baseball/Softball),6
915,Baseball,6
916,440 yards,6
917,880 yards,6
918,100 yards,6
919,2 miles,6
920,"5 miles, Boys)",6
921,220 yards,6
922,"120 yards Hurdles, Boys)",6
923,"1 mile, Boys)",6
924,Special Scratch Pole Vault #2,6
925,"Individual All-Around, Field Sports",6
926,"Individual All-Around, Apparatus Work",6
927,"60 yards, Handicap",6
928,"1 mile, Team, Handicap",6
929,"2 miles, Handicap",6
930,"220 yards, Handicap",6
931,"100 yards, Boys)",6
932,220 yards Hurdles,6
933,"Pole Vault, Boys)",6
934,"880 yards, Boys)",6
935,"Middleweight, Greco-Roman",6
936,"Sculpturing, Open",7
937,"Military Rifle, Kneeling Or Standing, 300 metres",6
938,400 metres Freestyle,50
939,1 mile Freestyle,50
940,"Middleweight, Greco-Roman",32
941,"Unlimited, One Hand",32
942,Cycling Track (Cycling),53
943,Sprint,53
944,20 kilometres,53
945,Tennis,40
946,Singles,40
947,Doubles,40
948,"26th Federal Festival, Society and Association Contests, Non-Simultaneous, Olympic Championships, Individual",50
949,Discus Throw,32
950,"Discus Throw, Greek Style",32
951,Wrestling,50
952,"Lightweight, Greco-Roman",50
953,6-Man Naval Rowing Boats,25
954,Cycling Track (Cycling),50
955,"Tandem Sprint, 2,000 metres",50
956,Coxed Fours,3
957,Rowing,40
958,6-Man Naval Rowing Boats,40
959,100 metres,40
960,Rowing,50
961,Coxed Fours,50
962,Shooting,25
963,"Free Pistol, 25 metres",25
964,"Free Pistol, 50 metres",25
965,"Military Revolver, 1873-1874 Gras Model, 20 metres",25
966,"Military Revolver, 20 metres",25
967,Rowing,25
968,High Jump,1
969,Two-Man Teams With Cesta,68
970,"Festival for Societies of the Seine, Olympic Competition, Individual",50
971,Coxed Fours,40
972,Fencing,40
973,"Foil, Individual",40
974,Singles,69
975,Slalom,54
976,5 kilometres,42
977,10 kilometres,42
978,20 kilometres,42
979,Singles,67
980,3 × 5 kilometres Relay,42
981,7.5 kilometres Sprint,66
982,15 kilometres,66
983,3 × 7.5 kilometres Relay,66
984,4 × 7.5 kilometres Relay,66
985,"1,500 metres",39
986,Downhill,54
987,Giant Slalom,54
988,5/10 kilometres Pursuit,42
989,4 × 5 kilometres Relay,42
990,5/5 kilometres Pursuit,42
991,"1,000 metres",39
992,"3,000 metres Relay",70
993,10 kilometres Pursuit,66
994,4 × 6 kilometres Relay,66
995,Ice Dancing,67
996,500 metres,39
997,Super G,54
998,500 metres,70
999,"1,000 metres",70
1000,"1,500 metres",70
1001,"3,000 m",70
1002,Moguls,71
1003,Cross Country Skiing (Skiing),66
1004,5 kilometres,66
1005,5/10 kilometres Pursuit,66
1006,Aerials,71
1007,Ballet,71
1008,12.5 kilometres Mass Start,66
1009,Individual,72
1010,Sprint,42
1011,Sprint,66
1012,Ski Cross,71
1013,30 kilometres,66
1014,15 kilometres Skiathlon,42
1015,Team Sprint,42
1016,Mass Start,39
1017,4 × 5 kilometres Relay,66
1018,Team,57
1019,10 kilometres Sprint,66
1020,"Large Hill, Individual",73
1021,"Normal Hill, Individual",73
1022,"Large Hill, Team",73
1023,"5,000 metres Relay",70
1024,10/15 kilometres Pursuit,42
1025,Curling,20
1026,"Doubles, Open",69
1027,10/10 kilometres Pursuit,42
1028,Luge,20
1029,Singles,20
1030,10 kilometres,66
1031,10/15 kilometres Pursuit,66
1032,4 × 10 kilometres Relay,66
1033,"10,000 metres",39
1034,Allround,39
1035,30 kilometres Skiathlon,42
1036,Military Ski Patrol (Skiing),42
1037,Military Ski Patrol,42
1038,Ski Jumping (Skiing),54
1039,"Large Hill, Individual",54
1040,Ice Hockey Exhibition,48
1041,18 kilometres,54
1042,Nordic Combined (Skiing),54
1043,Individual,54
1044,Ski Jumping (Skiing),57
1045,"Large Hill, Individual",57
1046,Skeleton (Bobsleigh),20
1047,Skeleton,20
1048,Nordic Combined (Skiing),56
1049,Individual,56
1050,Ski Jumping (Skiing),56
1051,"Large Hill, Individual",56
1052,12.5 kilometres Pursuit,66
1053,15 kilometres Mass Start,66
1054,2 × 6 kilometres and 2 × 7.5 kilometres Relay,66
1055,Cross Country Skiing (Skiing),57
1056,18 kilometres,57
1057,Team Pursuit (8 laps),39
1058,Special Figures,67
1059,"Large Hill, Team",57
1060,50 kilometres,54
1061,Cross Country Skiing (Skiing),48
1062,50 kilometres,48
1063,Ski Jumping (Skiing),48
1064,"Large Hill, Individual",48
1065,Military Ski Patrol (Skiing),57
1066,Military Ski Patrol,57
1067,"Normal Hill, Individual",57
1068,Speed Skating (Skating),48
1069,500 metres,48
1070,"1,500 metres",48
1071,"5,000 metres",48
1072,Allround,48
1073,Ice Hockey (Ice Hockey),20
1074,Ice Hockey,20
1075,Ice Hockey (Ice Hockey),39
1076,Ice Hockey,39
1077,Bobsleigh (Bobsleigh),54
1078,Four,54
1079,Team Relay,69
1080,Alpine Skiing (Skiing),73
1081,Combined,73
1082,50 kilometres,66
1083,15 kilometres,54
1084,Sprint,57
1085,"Normal Hill / 10 km, Individual",57
1086,"Large Hill / 10 km, Individual",57
1087,Cross Country Skiing (Skiing),56
1088,50 kilometres,56
1089,30 kilometres,54
1090,"Sculpturing, Medals, Open",7
1091,"Kayak Singles, 200 metres",21
1092,"Kayak Doubles, 200 metres",21
1093,BMX,74
1094,Individual,75
1095,Team,42
1096,"Air Pistol, 10 metres, Team",24
1097,Marathon Swimming (Aquatics),47
1098,10 kilometres Open Water,47
1099,10 kilometres Open Water,76
1100,Featherweight,77
1101,Flyweight,77
1102,Welterweight,77
1103,Finweight,77
1104,Heavyweight,77
1105,Lightweight,77
1106,Bantamweight,77
1107,Middleweight,77
1108,Athletics,62
1109,"10,000 metres",62
1110,Alpine Skiing (Skiing),42
1111,Combined,42
1112,Nordic Combined (Skiing),73
1113,Individual,73
1114,Football (Football),48
1115,Football,48
1116,"10,000 metres",48
1117,Alpine Skiing (Skiing),20
1118,Giant Slalom,20
1119,50 kilometres,57
1120,Skijoring (Skiing),48
1121,Ski Joring,48
1122,Two,54
1123,Giant Slalom,78
1124,Parallel Giant Slalom,78
1125,Cross,78
1126,Parallel Slalom,78
1127,Halfpipe,78
1128,Curling,79
1129,"18 foot, Open",13
1130,Slopestyle,78
1131,10/10 kilometres Pursuit,66
1132,Team,67
1133,Team,54
1134,"Four, Open",20
1135,High Jump,47
1136,Standing High Jump,47
1137,Pole Vault,47
1138,"High Jump, Handicap",47
1139,"Pole Vault, Handicap",47
1140,Plunge For Distance,58
1141,"220 yards, Handicap",58
1142,"1 mile, Handicap",58
1143,Singles,80
1144,Unknown Event,24
1145,Skiff,13
1146,"Air Rifle, 10 metres, Team",24
1147,"Canadian Singles, 200 metres",21
1148,Relay,62
1149,Team Pursuit,26
1150,Keirin,17
1151,"Normal Hill, Team",73
1152,"2,000 metres Relay",70
1153,Big Air,78
1154,Team Cross,78
1155,"Individual, Girls (YOG)",9
1156,"50 metres Freestyle, Girls (YOG)",47
1157,"100 metres Freestyle, Girls (YOG)",47
1158,"200 metres Freestyle, Girls (YOG)",47
1159,"4 × 100 metres Freestyle Relay, Girls (YOG)",47
1160,"4 × 100 metres Medley Relay, Girls (YOG)",47
1161,Team,55
1162,Team Sprint,17
1163,Cycling Mountain Bike (Cycling),26
1164,Cross-Country,26
1165,"50 metres Freestyle, Boys (YOG)",47
1166,"100 metres Freestyle, Boys (YOG)",47
1167,"200 metres Freestyle, Boys (YOG)",47
1168,"100 metres Backstroke, Boys (YOG)",47
1169,"200 metres Individual Medley, Boys (YOG)",47
1170,"50 metres Backstroke, Girls (YOG)",47
1171,"100 metres Backstroke, Girls (YOG)",47
1172,"200 metres Breaststroke, Girls (YOG)",47
1173,"200 metres Individual Medley, Girls (YOG)",47
1174,"400 metres Freestyle, Girls (YOG)",47
1175,"200 metres Butterfly, Girls (YOG)",47
1176,"100 metres Butterfly, Boys (YOG)",47
1177,"200 metres Butterfly, Boys (YOG)",47
1178,"Springboard, Girls (YOG)",34
1179,"Platform, Girls (YOG)",34
1180,"Springboard, Boys (YOG)",34
1181,"50 metres Breaststroke, Girls (YOG)",47
1182,"100 metres Breaststroke, Girls (YOG)",47
1183,"100 metres Butterfly, Girls (YOG)",47
1184,Team Sprint,66
1185,Monobob,20
1186,Mixed Doubles,79
1187,Team Aerials,71
1188,Short Track Speed Skating (Skating),39
1189,"3,000 metres Relay",39
1190,"10,000 metres Race Walk, Boys (YOG)",6
1191,"Foil, Individual, Girls (YOG)",3
1192,"Mixed Weapon, Team",3
1193,"100 metres Hurdles, Girls (YOG)",6
1194,"Air Rifle, 10 metres, Girls (YOG)",24
1195,"50 metres Breaststroke, Boys (YOG)",47
1196,"100 metres Breaststroke, Boys (YOG)",47
1197,"Long Jump, Girls (YOG)",6
1198,"200 metres, Boys (YOG)",6
1199,"Medley Relay, Boys (YOG)",6
1200,"100 metres, Boys (YOG)",6
1201,"50 metres Butterfly, Girls (YOG)",47
1202,"Kayak Singles, Head to Head, Girls (YOG)",21
1203,"Kayak Singles, Obstacle Slalom, Girls (YOG)",21
1204,"Group, Girls (YOG)",51
1205,"Singles, Girls (YOG)",2
1206,"Individual All-Around, Girls (YOG)",50
1207,"Floor Exercise, Girls (YOG)",50
1208,"Vault, Girls (YOG)",50
1209,"Uneven Bars, Girls (YOG)",50
1210,"Balance Beam, Girls (YOG)",50
1211,"Singles, Boys (YOG)",2
1212,"200 metres Breaststroke, Boys (YOG)",47
1213,"Pole Vault, Girls (YOG)",6
1214,"200 metres Backstroke, Boys (YOG)",47
1215,"Lightweight, Boys (YOG)",10
1216,"400 metres Hurdles, Girls (YOG)",6
1217,"≤63 kilograms, Girls (YOG)",55
1218,"Long Jump, Boys (YOG)",6
1219,"≤55 kilograms, Girls (YOG)",77
1220,"Air Rifle, 10 metres, Boys (YOG)",24
1221,"100 metres, Girls (YOG)",6
1222,"Platform, Boys (YOG)",34
1223,"200 metres Backstroke, Girls (YOG)",47
1224,"400 metres, Boys (YOG)",6
1225,"3,000 metres, Boys (YOG)",6
1226,"3,000 metres, Girls (YOG)",6
1227,"Featherweight, Boys (YOG)",52
1228,"Bantamweight, Boys (YOG)",52
1229,"Individual, Boys (YOG)",9
1230,"Pole Vault, Boys (YOG)",6
1231,"Hockey, Boys (YOG)",5
1232,"Middleweight, Boys (YOG)",52
1233,"Featherweight, Girls (YOG)",52
1234,"400 metres, Girls (YOG)",6
1235,"Medley Relay, Girls (YOG)",6
1236,"Air Pistol, 10 metres, Boys (YOG)",24
1237,"50 metres Butterfly, Boys (YOG)",47
1238,"50 metres Backstroke, Boys (YOG)",47
1239,"1,000 metres, Girls (YOG)",6
1240,"Light-Heavyweight, Boys (YOG)",10
1241,"Lightweight, Girls (YOG)",52
1242,"Individual All-Around, Boys (YOG)",50
1243,"Floor Exercise, Boys (YOG)",50
1244,"Vault, Boys (YOG)",50
1245,"Parallel Bars, Boys (YOG)",50
1246,"Rings, Boys (YOG)",50
1247,"Pommelled Horse, Boys (YOG)",50
1248,"400 metres Freestyle, Boys (YOG)",47
1249,"4 × 100 metres Freestyle Relay, Boys (YOG)",47
1250,"4 × 100 metres Medley Relay, Boys (YOG)",47
1251,"Individual, Girls (YOG)",8
1252,Relay,8
1253,Combined Team,17
1254,"Middleweight, Boys (YOG)",10
1255,Omnium,17
1256,"Bantamweight, Boys (YOG)",10
1257,"Single Sculls, Boys (YOG)",25
1258,"Horizontal Bar, Boys (YOG)",50
1259,"Javelin Throw, Boys (YOG)",6
1260,"800 metres Freestyle, Girls (YOG)",47
1261,"≤55 kilograms, Boys (YOG)",77
1262,"Heavyweight, Boys (YOG)",52
1263,Team,34
1264,"Flyweight, Boys (YOG)",10
1265,"Singles, Girls (YOG)",1
1266,"Doubles, Girls (YOG)",1
1267,"Middleweight, Girls (YOG)",52
1268,"Individual, Girls (YOG)",51
1269,"Hockey, Girls (YOG)",5
1270,"Singles, Girls (YOG)",4
1271,"1,000 metres, Boys (YOG)",6
1272,"Air Pistol, 10 metres, Girls (YOG)",24
1273,"Handball, Girls (YOG)",18
1274,"3x3 Basketball, Girls (YOG)",81
1275,"Foil, Individual, Boys (YOG)",3
1276,"Super-Heavyweight, Boys (YOG)",10
1277,Cycling Road (Cycling),26
1278,"Road Race, Individual",26
1279,Individual Time Trial,26
1280,"One Person Dinghy, Girls (YOG)",13
1281,"Welterweight, Boys (YOG)",10
1282,"Coxless Pairs, Girls (YOG)",25
1283,"Individual, Girls (YOG)",75
1284,"High Jump, Boys (YOG)",6
1285,"Super G, Boys (YOG)",54
1286,"Giant Slalom, Boys (YOG)",54
1287,"Slalom, Boys (YOG)",54
1288,"Combined, Boys (YOG)",54
1289,"Super G, Girls (YOG)",54
1290,"Giant Slalom, Girls (YOG)",54
1291,"Slalom, Girls (YOG)",54
1292,"Combined, Girls (YOG)",54
1293,"Sprint, Girls (YOG)",42
1294,"5 kilometres, Girls (YOG)",42
1295,Slopestyle,71
1296,Halfpipe,71
1297,"Singles, Boys (YOG)",69
1298,"Two, Boys (YOG)",20
1299,"Halfpipe, Boys (YOG)",71
1300,"Slopestyle, Boys (YOG)",71
1301,"Singles, Girls (YOG)",69
1302,"Medium Hill, Individual, Girls (YOG)",73
1303,"Medium Hill, Team",73
1304,"Medium Hill, Individual, Boys (YOG)",73
1305,Big Air,71
1306,"6 kilometres Sprint, Girls (YOG)",66
1307,"7.5 kilometres Pursuit, Girls (YOG)",66
1308,"Singles, Girls (YOG)",67
1309,"Singles, Boys (YOG)",67
1310,"Medium Hill / 10 km, Individual, Boys (YOG)",57
1311,"Medium Hill, Team",57
1312,Alpine Skiing (Skiing),78
1313,Super G,78
1314,Snowboarding (Skiing),54
1315,Parallel Giant Slalom,54
1316,"Halfpipe, Girls (YOG)",71
1317,Mixed Sports,66
1318,Cross-Country / Biathlon Relay,66
1319,"Slopestyle, Boys (YOG)",78
1320,"Halfpipe, Boys (YOG)",78
1321,"500 metres, Girls (YOG)",70
1322,"1,000 metres, Girls (YOG)",70
1323,Park,82
1324,"Two, Girls (YOG)",20
1325,Cross-Country / Biathlon Relay,83
1326,Cross Country Skiing (Skiing),83
1327,"Sprint, Boys (YOG)",83
1328,"10 kilometres, Boys (YOG)",83
1329,"Ice Hockey, Girls (YOG)",48
1330,"7.5 kilometres Sprint, Boys (YOG)",66
1331,"10 kilometres Pursuit, Boys (YOG)",66
1332,"Heavyweight, Girls (YOG)",52
1333,8 × 100 metres Relay,6
1334,Rugby Sevens,84
1335,"Sprint, Girls (YOG)",62
1336,"200 metres, Girls (YOG)",6
1337,"Hammer Throw, Girls (YOG)",6
1338,"2,000 metres Steeplechase, Girls (YOG)",6
1339,"≤52 kilograms, Girls (YOG)",55
1340,"Rugby Sevens, Girls (YOG)",84
1341,"≤70 kilograms, Freestyle, Girls (YOG)",53
1342,"Hockey 5s, Girls (YOG)",85
1343,">63 kilograms, Girls (YOG)",77
1344,"High Jump, Girls (YOG)",6
1345,"Single Sculls, Girls (YOG)",25
1346,"1,500 metres, Girls (YOG)",6
1347,"≤46 kilograms, Freestyle, Girls (YOG)",53
1348,"Javelin Throw, Girls (YOG)",6
1349,"Discus Throw, Girls (YOG)",6
1350,"5,000 metres Race Walk, Girls (YOG)",6
1351,"Individual, Girls (YOG)",14
1352,"≤63 kilograms, Girls (YOG)",77
1353,"Flyweight, Girls (YOG)",10
1354,"Sabre, Individual, Girls (YOG)",3
1355,"≤49 kilograms, Girls (YOG)",77
1356,"Windsurfer, Girls (YOG)",13
1357,"800 metres, Girls (YOG)",6
1358,"Super-Heavyweight, Girls (YOG)",52
1359,"Triple Jump, Girls (YOG)",6
1360,"≤44 kilograms, Girls (YOG)",77
1361,"Middleweight, Girls (YOG)",10
1362,"Épée, Individual, Girls (YOG)",3
1363,"≤78 kilograms, Girls (YOG)",55
1364,"2,000 metres Steeplechase, Boys (YOG)",6
1365,"800 metres Freestyle, Boys (YOG)",47
1366,"Windsurfer, Boys (YOG)",13
1367,"Volleyball, Boys (YOG)",64
1368,"Super-Heavyweight, Boys (YOG)",52
1369,"Shot Put, Boys (YOG)",6
1370,"Individual, Boys (YOG)",8
1371,"Coxless Pairs, Boys (YOG)",25
1372,"Triple Jump, Boys (YOG)",6
1373,"Light-Flyweight, Boys (YOG)",10
1374,"400 metres Hurdles, Boys (YOG)",6
1375,"Singles, Boys (YOG)",1
1376,"Doubles, Boys (YOG)",1
1377,"Individual, Open Youth (YOG)",31
1378,"Team, Open Youth (YOG)",31
1379,"≤100 kilograms, Boys (YOG)",55
1380,"≤55 kilograms, Boys (YOG)",55
1381,"Singles, Boys (YOG)",4
1382,"Canoe Singles, Head to Head, Boys (YOG)",21
1383,"Canoe Singles, Obstacle Slalom, Boys (YOG)",21
1384,"Épée, Individual, Boys (YOG)",3
1385,"Lightweight, Boys (YOG)",52
1386,"≤76 kilograms, Freestyle, Boys (YOG)",53
1387,"110 metres Hurdles, Boys (YOG)",6
1388,"Heavyweight, Boys (YOG)",10
1389,"≤81 kilograms, Boys (YOG)",55
1390,"Kayak Singles, Head to Head, Boys (YOG)",21
1391,"Kayak Singles, Obstacle Slalom, Boys (YOG)",21
1392,"1,500 metres, Boys (YOG)",6
1393,"≤85 kilograms, Greco Roman, Boys (YOG)",53
1394,"One Person Dinghy, Boys (YOG)",13
1395,"Handball, Boys (YOG)",18
1396,"Rugby Sevens, Boys (YOG)",84
1397,"Individual, Boys (YOG)",75
1398,"≤100 kilograms, Freestyle, Boys (YOG)",53
1399,"≤73 kilograms, Boys (YOG)",77
1400,"≤66 kilograms, Boys (YOG)",55
1401,"Discus Throw, Boys (YOG)",6
1402,"Hammer Throw, Boys (YOG)",6
1403,"Combined Team, Boys (YOG)",17
1404,Relay,17
1405,"Hockey 5s, Boys (YOG)",85
1406,"≤48 kilograms, Boys (YOG)",77
1407,"Sabre, Individual, Boys (YOG)",3
1408,"Sprint, Boys (YOG)",42
1409,"10 kilometres, Boys (YOG)",42
1410,"Cross, Boys (YOG)",42
1411,Freestyle Skiing (Skiing),54
1412,"Ski Cross, Boys (YOG)",54
1413,"Slopestyle, Girls (YOG)",78
1414,"Halfpipe, Girls (YOG)",78
1415,"Sprint, Girls (YOG)",83
1416,"5 kilometres, Girls (YOG)",83
1417,"Slopestyle, Girls (YOG)",71
1418,"Doubles, Open Youth (YOG)",69
1419,"Skeleton, Girls (YOG)",60
1420,6 and 7.5 kilometres Single Relay,66
1421,"Ski Cross, Girls (YOG)",71
1422,"Cross, Girls (YOG)",42
1423,"500 metres, Girls (YOG)",39
1424,Team Sprint,39
1425,"1,500 metres, Girls (YOG)",39
1426,"Mass Start, Girls (YOG)",39
1427,"500 metres, Boys (YOG)",70
1428,"1,000 metres, Boys (YOG)",70
1429,Mixed Sports,42
1430,Cross-Country Skiing / Ski Jumping / Nordic Combined Team,42
1431,Cross-Country Skiing / Ski Jumping / Nordic Combined Team,83
1432,Ski Jumping (Skiing),83
1433,"Normal Hill, Team",83
1434,Nordic Combined (Skiing),83
1435,"Normal Hill / 5 km, Individual, Boys (YOG)",83
1436,"Normal Hill, Individual, Boys (YOG)",73
1437,"Normal Hill, Individual, Boys (YOG)",83
1438,"Cross, Boys (YOG)",78
1439,Freestyle/Snowboard Relay,83
1440,Snowboarding (Skiing),83
1441,"Cross, Girls (YOG)",83
1442,"3,000 metres, Girls (YOG)",39
1443,Doubles,79
1444,"Normal Hill, Individual, Girls (YOG)",83
1445,"1,500 metres, Boys (YOG)",39
1446,"3,000 metres, Boys (YOG)",39
1447,"Mass Start, Boys (YOG)",39
1448,"1,000 metres, Girls (YOG)",39
1449,"500 metres, Boys (YOG)",39
1450,"Skills Challenge, Girls (YOG)",48
1451,"Monobob, Boys (YOG)",20
1452,Freestyle Skiing (Skiing),83
1453,"Ski Cross, Girls (YOG)",83
1454,"Big Air, Girls (YOG)",71
1455,"Skeleton, Boys (YOG)",60
1456,"Longest time travelled (#2), Handicap, Open)",86
1457,"Longest time travelled (#3), Open)",86
1458,"Closest landing to target (#3), Combined, Open)",86
1459,"Closest landing to target (#3), Intermediate stop, Open)",86
1460,"Closest landing to target (#3), Final stop, Open)",86
1461,Equestrian Driving (Equestrian),86
1462,"Four-In-Hand Competition, Open",86
1463,Mixed Sports,71
1464,Freestyle/Snowboard Relay,71
1465,"Sprint, Girls (YOG)",87
1466,Relay,87
1467,"Individual, Girls (YOG)",87
1468,"Ski Cross, Boys (YOG)",71
1469,"Ski Cross, Girls (YOG)",54
1470,Mixed Sports,54
1471,Freestyle/Snowboard Relay,54
1472,"Monobob, Girls (YOG)",20
1473,"10 kilometres, Girls (YOG)",66
1474,"12.5 kilometres, Boys (YOG)",66
1475,"Sprint, Girls (YOG)",66
1476,"5 kilometres, Girls (YOG)",66
1477,"Cross, Girls (YOG)",66
1478,"Sprint, Boys (YOG)",66
1479,"10 kilometres, Boys (YOG)",66
1480,"Cross, Boys (YOG)",66
1481,"Big Air, Boys (YOG)",71
1482,"3-on-3 Ice Hockey, Boys (YOG)",88
1483,"3-on-3 Ice Hockey, Girls (YOG)",88
1484,"Ice Hockey, Boys (YOG)",48
1485,3-on-3 Ice Hockey (Ice Hockey),48
1486,"3-on-3 Ice Hockey, Girls (YOG)",48
1487,"Doubles, Boys (YOG)",69
1488,"Doubles, Girls (YOG)",69
1489,"Normal Hill / 6 km, Individual, Boys (YOG)",57
1490,"Normal Hill, Team",57
1491,"Normal Hill / 4 km, Individual, Girls (YOG)",57
1492,"Normal Hill, Individual, Girls (YOG)",73
1493,"Normal Hill / 4 km, Individual, Girls (YOG)",73
1494,Mixed Sports,73
1495,Cross-Country Skiing / Ski Jumping / Nordic Combined Team,73
1496,Mixed Sports,57
1497,Cross-Country Skiing / Ski Jumping / Nordic Combined Team,57
1498,"Normal Hill / 6 km, Individual, Boys (YOG)",73
1499,Mixed Sports,78
1500,Freestyle/Snowboard Relay,78
1501,"Big Air, Girls (YOG)",78
1502,"Big Air, Boys (YOG)",78
1503,"Cross, Girls (YOG)",78
1504,"Sprint, Boys (YOG)",87
1505,"Individual, Boys (YOG)",87
1506,"Kumite, >61 kg",89
1507,Shortboard,90
1508,Park,91
1509,Combined,92
1510,Street,82
1511,"Kumite, ≤75 kg",89
1512,"Kumite, ≤55 kg",89
1513,"Kumite, ≤67 kg",89
1514,3x3 Basketball,81
1515,"Kumite, >75 kg",89
1516,"Football, Girls (YOG)",40
1517,"Kumite, ≤61 kg",89
1518,Kata,89
1519,"Individual, Boys (YOG)",14
1520,"Combined, Boys (YOG)",93
