ID,EDAD,ID_ATLETA,ID_RESULTADO,ID_PAIS_REPRESENTA
823,22,288,400,15
824,32,289,24,15
825,32,289,199,15
826,37,290,405,16
827,26,291,406,16
828,39,292,407,17
829,24,293,408,17
830,32,293,409,17
831,32,293,410,17
832,28,294,411,17
833,36,294,412,17
834,40,294,413,17
835,21,295,414,17
836,28,296,415,17
837,32,296,416,17
838,28,297,417,17
839,31,298,418,17
840,35,298,419,17
841,35,298,420,17
842,19,299,421,17
843,19,300,422,17
844,19,300,420,17
845,23,300,423,17
846,23,300,424,17
847,27,300,425,17
848,27,300,426,17
849,31,300,427,17
850,31,300,428,17
851,35,300,429,17
852,35,300,430,17
853,18,301,431,17
854,18,301,426,17
855,23,302,432,17
856,23,302,426,17
857,27,302,433,17
858,27,302,428,17
859,35,302,434,17
860,35,302,435,17
861,38,303,436,17
862,38,303,424,17
863,22,304,437,17
864,22,304,424,17
865,30,304,438,17
866,30,304,428,17
867,25,305,439,17
868,29,305,440,17
869,30,306,441,17
870,33,307,442,17
871,33,307,420,17
872,33,308,443,13
873,33,309,444,13
874,41,310,445,13
875,36,311,446,18
876,39,312,447,18
877,48,313,448,18
878,48,313,449,18
879,48,313,450,18
880,26,314,451,18
881,28,315,452,18
882,,316,453,18
883,,316,454,18
884,,316,455,18
885,,316,456,18
886,38,317,457,18
887,42,317,458,18
888,46,317,459,18
889,27,318,460,18
890,45,319,448,18
891,45,319,449,18
892,45,319,450,18
893,23,320,461,18
894,27,320,462,18
895,27,320,463,18
896,45,321,448,18
897,45,321,449,18
898,45,321,450,18
899,,322,448,18
900,,322,449,18
901,,322,450,18
902,,323,464,18
903,45,324,448,18
904,45,324,449,18
905,45,324,450,18
906,,325,465,18
907,,325,466,18
